StoreID,FranchiseOwner,Region,SurveyWeek,FiscalYear,FiscalQuarter,FiscalMonth,TotalResponses,TopBoxResponses,OSAT_TopBox_Pct,FoodQuality_Score,Service_Score,Cleanliness_Score,ValueScore
#8056,Lakeside Foods,Southeast,2025-08-11,2025,Q3,8,33,24,71.9,4.05,4.11,4.12,3.95
#8056,Lakeside Foods,Southeast,2025-08-18,2025,Q3,8,25,18,72.1,4.19,4.08,4.04,4.02
#8056,Lakeside Foods,Southeast,2025-08-25,2025,Q3,8,26,19,72.2,4.14,4.06,4.06,3.78
#8056,Lakeside Foods,Southeast,2025-09-01,2025,Q3,9,28,20,72.0,4.06,3.89,4.05,3.97
#8056,Lakeside Foods,Southeast,2025-09-08,2025,Q3,9,27,19,69.6,4.1,4.12,4.24,3.81
#8056,Lakeside Foods,Southeast,2025-09-22,2025,Q3,9,28,20,72.8,4.12,4.04,4.11,4.02
#8056,Lakeside Foods,Southeast,2025-09-29,2025,Q3,9,29,21,72.0,4.02,3.95,4.26,3.87
#8056,Lakeside Foods,Southeast,2025-10-06,2025,Q4,10,25,18,70.5,4.16,4.04,4.07,3.75
#8056,Lakeside Foods,Southeast,2025-10-13,2025,Q4,10,27,19,70.3,4.23,3.97,4.07,3.88
#8056,Lakeside Foods,Southeast,2025-10-20,2025,Q4,10,25,18,70.3,4.2,3.91,4.08,4.02
#8056,Lakeside Foods,Southeast,2025-11-03,2025,Q4,11,25,18,72.8,3.99,4.05,4.28,3.89
#8056,Lakeside Foods,Southeast,2025-11-10,2025,Q4,11,25,18,70.9,4.1,4.12,4.0,3.81
#8056,Lakeside Foods,Southeast,2025-11-17,2025,Q4,11,31,22,70.1,4.07,4.16,4.18,4.01
#8056,Lakeside Foods,Southeast,2025-12-08,2025,Q4,12,30,22,71.9,4.22,3.99,4.2,3.99
#8056,Lakeside Foods,Southeast,2025-12-15,2025,Q4,12,32,23,71.3,4.23,3.96,4.24,3.74
#8056,Lakeside Foods,Southeast,2026-01-05,2026,Q1,1,25,18,71.4,4.12,3.88,4.21,3.83
#8056,Lakeside Foods,Southeast,2026-01-12,2026,Q1,1,31,22,71.0,4.0,3.9,4.22,3.77
#8056,Lakeside Foods,Southeast,2026-01-26,2026,Q1,1,27,19,71.2,4.19,3.98,4.26,3.74
#8056,Lakeside Foods,Southeast,2026-02-02,2026,Q1,2,31,22,70.7,4.04,3.87,4.26,3.77
#8056,Lakeside Foods,Southeast,2026-02-09,2026,Q1,2,25,18,70.9,3.94,3.95,4.02,3.92
#8056,Lakeside Foods,Southeast,2026-02-16,2026,Q1,2,32,23,70.8,4.2,4.1,4.07,3.84
#8056,Lakeside Foods,Southeast,2026-02-23,2026,Q1,2,26,19,71.9,4.02,3.95,4.08,3.85
#8056,Lakeside Foods,Southeast,2026-03-09,2026,Q1,3,28,20,70.8,3.93,3.98,4.05,3.84
#8056,Lakeside Foods,Southeast,2026-03-23,2026,Q1,3,28,20,72.3,4.02,4.16,4.25,3.99
#8056,Lakeside Foods,Southeast,2026-03-30,2026,Q1,3,25,18,72.9,4.01,3.99,4.11,3.76
#8056,Lakeside Foods,Southeast,2026-04-06,2026,Q2,4,26,18,70.7,4.19,4.13,4.19,3.76
#8056,Lakeside Foods,Southeast,2026-04-13,2026,Q2,4,27,19,70.4,4.22,3.91,4.18,3.81
#8056,Lakeside Foods,Southeast,2026-04-20,2026,Q2,4,27,20,72.6,4.12,3.94,4.04,3.74
#8056,Lakeside Foods,Southeast,2026-04-27,2026,Q2,4,33,23,69.9,4.05,3.94,4.05,3.77
#8056,Lakeside Foods,Southeast,2026-05-04,2026,Q2,5,29,21,72.7,3.99,3.91,4.13,3.78
#8056,Lakeside Foods,Southeast,2026-05-11,2026,Q2,5,32,23,70.8,4.17,3.88,4.23,3.8
#8057,Lakeside Foods,Southeast,2024-01-01,2024,Q1,1,42,35,83.7,4.61,4.57,4.72,4.5
#8057,Lakeside Foods,Southeast,2024-01-08,2024,Q1,1,43,37,85.5,4.72,4.52,4.69,4.56
#8057,Lakeside Foods,Southeast,2024-01-15,2024,Q1,1,48,41,86.3,4.63,4.78,4.62,4.47
#8057,Lakeside Foods,Southeast,2024-01-22,2024,Q1,1,41,34,83.4,4.7,4.66,4.68,4.33
#8057,Lakeside Foods,Southeast,2024-01-29,2024,Q1,1,40,33,83.1,4.66,4.54,4.65,4.34
#8057,Lakeside Foods,Southeast,2024-02-05,2024,Q1,2,45,39,86.6,4.56,4.8,4.69,4.52
#8057,Lakeside Foods,Southeast,2024-02-12,2024,Q1,2,43,36,84.7,4.82,4.69,4.77,4.4
#8057,Lakeside Foods,Southeast,2024-02-19,2024,Q1,2,43,36,84.0,4.68,4.52,4.77,4.47
#8057,Lakeside Foods,Southeast,2024-02-26,2024,Q1,2,44,37,83.3,4.74,4.62,4.68,4.49
#8057,Lakeside Foods,Southeast,2024-03-11,2024,Q1,3,41,35,84.3,4.69,4.7,4.67,4.43
#8057,Lakeside Foods,Southeast,2024-03-18,2024,Q1,3,42,35,84.4,4.65,4.71,4.71,4.5
#8057,Lakeside Foods,Southeast,2024-03-25,2024,Q1,3,48,41,84.5,4.71,4.59,4.64,4.51
#8057,Lakeside Foods,Southeast,2024-04-01,2024,Q2,4,49,42,85.6,4.63,4.67,4.81,4.39
#8057,Lakeside Foods,Southeast,2024-04-08,2024,Q2,4,49,41,83.5,4.55,4.63,4.6,4.38
#8057,Lakeside Foods,Southeast,2024-04-15,2024,Q2,4,40,34,84.8,4.73,4.78,4.74,4.52
#8057,Lakeside Foods,Southeast,2024-04-29,2024,Q2,4,45,38,85.3,4.67,4.63,4.65,4.34
#8057,Lakeside Foods,Southeast,2024-05-06,2024,Q2,5,43,37,86.2,4.75,4.56,4.62,4.47
#8057,Lakeside Foods,Southeast,2024-05-13,2024,Q2,5,44,37,84.4,4.75,4.59,4.6,4.57
#8057,Lakeside Foods,Southeast,2024-05-20,2024,Q2,5,43,37,86.4,4.82,4.79,4.82,4.5
#8057,Lakeside Foods,Southeast,2024-05-27,2024,Q2,5,39,34,86.4,4.73,4.74,4.71,4.49
#8057,Lakeside Foods,Southeast,2024-06-03,2024,Q2,6,46,39,84.0,4.73,4.77,4.7,4.53
#8057,Lakeside Foods,Southeast,2024-06-10,2024,Q2,6,47,40,84.1,4.71,4.55,4.74,4.45
#8057,Lakeside Foods,Southeast,2024-06-17,2024,Q2,6,41,35,85.0,4.61,4.56,4.59,4.37
#8057,Lakeside Foods,Southeast,2024-07-01,2024,Q3,7,49,42,85.4,4.69,4.54,4.75,4.55
#8057,Lakeside Foods,Southeast,2024-07-08,2024,Q3,7,48,41,85.1,4.69,4.79,4.56,4.41
#8057,Lakeside Foods,Southeast,2024-07-15,2024,Q3,7,41,35,84.8,4.76,4.61,4.79,4.61
#8057,Lakeside Foods,Southeast,2024-07-22,2024,Q3,7,41,34,83.1,4.68,4.54,4.8,4.59
#8057,Lakeside Foods,Southeast,2024-07-29,2024,Q3,7,43,36,83.7,4.8,4.71,4.75,4.38
#8057,Lakeside Foods,Southeast,2024-08-05,2024,Q3,8,43,36,84.3,4.55,4.6,4.59,4.33
#8057,Lakeside Foods,Southeast,2024-08-12,2024,Q3,8,43,36,83.7,4.78,4.79,4.83,4.54
#8057,Lakeside Foods,Southeast,2024-09-02,2024,Q3,9,40,33,83.6,4.73,4.67,4.76,4.48
#8057,Lakeside Foods,Southeast,2024-09-09,2024,Q3,9,49,42,85.5,4.71,4.73,4.65,4.57
#8057,Lakeside Foods,Southeast,2024-09-23,2024,Q3,9,43,36,84.5,4.61,4.7,4.55,4.61
#8057,Lakeside Foods,Southeast,2024-09-30,2024,Q3,9,42,35,84.4,4.81,4.72,4.65,4.54
#8057,Lakeside Foods,Southeast,2024-10-07,2024,Q4,10,49,42,86.4,4.67,4.65,4.78,4.33
#8057,Lakeside Foods,Southeast,2024-10-14,2024,Q4,10,46,38,83.4,4.69,4.63,4.64,4.58
#8057,Lakeside Foods,Southeast,2024-10-28,2024,Q4,10,49,42,86.5,4.54,4.6,4.64,4.62
#8057,Lakeside Foods,Southeast,2024-11-04,2024,Q4,11,45,39,86.5,4.64,4.56,4.74,4.55
#8057,Lakeside Foods,Southeast,2024-11-18,2024,Q4,11,47,40,85.5,4.69,4.79,4.59,4.61
#8057,Lakeside Foods,Southeast,2024-11-25,2024,Q4,11,47,40,84.1,4.72,4.75,4.84,4.56
#8057,Lakeside Foods,Southeast,2024-12-02,2024,Q4,12,41,34,83.6,4.74,4.67,4.65,4.4
#8057,Lakeside Foods,Southeast,2024-12-23,2024,Q4,12,48,40,83.3,4.74,4.71,4.7,4.6
#8057,Lakeside Foods,Southeast,2024-12-30,2024,Q4,12,41,35,85.6,4.79,4.66,4.69,4.54
#8057,Lakeside Foods,Southeast,2025-01-06,2025,Q1,1,41,34,83.5,4.55,4.58,4.64,4.43
#8057,Lakeside Foods,Southeast,2025-01-20,2025,Q1,1,47,40,84.3,4.53,4.66,4.66,4.41
#8057,Lakeside Foods,Southeast,2025-02-03,2025,Q1,2,41,34,83.2,4.73,4.76,4.78,4.44
#8057,Lakeside Foods,Southeast,2025-02-10,2025,Q1,2,48,41,84.4,4.73,4.6,4.59,4.55
#8057,Lakeside Foods,Southeast,2025-02-17,2025,Q1,2,49,41,84.5,4.65,4.64,4.54,4.54
#8057,Lakeside Foods,Southeast,2025-02-24,2025,Q1,2,41,35,84.7,4.79,4.64,4.73,4.5
#8057,Lakeside Foods,Southeast,2025-03-03,2025,Q1,3,46,39,85.1,4.75,4.75,4.66,4.34
#8057,Lakeside Foods,Southeast,2025-03-10,2025,Q1,3,49,41,83.8,4.73,4.66,4.74,4.44
#8057,Lakeside Foods,Southeast,2025-03-17,2025,Q1,3,49,41,84.2,4.55,4.72,4.58,4.5
#8057,Lakeside Foods,Southeast,2025-03-24,2025,Q1,3,48,40,84.3,4.74,4.74,4.73,4.42
#8057,Lakeside Foods,Southeast,2025-03-31,2025,Q1,3,47,39,84.0,4.77,4.76,4.59,4.42
#8057,Lakeside Foods,Southeast,2025-04-07,2025,Q2,4,41,35,86.3,4.61,4.66,4.76,4.4
#8057,Lakeside Foods,Southeast,2025-04-14,2025,Q2,4,45,39,86.4,4.63,4.65,4.78,4.55
#8057,Lakeside Foods,Southeast,2025-04-21,2025,Q2,4,47,39,83.6,4.77,4.74,4.58,4.34
#8057,Lakeside Foods,Southeast,2025-04-28,2025,Q2,4,41,34,83.4,4.63,4.58,4.67,4.44
#8057,Lakeside Foods,Southeast,2025-05-05,2025,Q2,5,43,37,85.2,4.58,4.52,4.75,4.4
#8057,Lakeside Foods,Southeast,2025-05-12,2025,Q2,5,43,36,83.6,4.67,4.57,4.77,4.57
#8057,Lakeside Foods,Southeast,2025-05-19,2025,Q2,5,46,39,84.9,4.7,4.66,4.82,4.5
#8057,Lakeside Foods,Southeast,2025-05-26,2025,Q2,5,49,42,84.7,4.73,4.76,4.56,4.52
#8057,Lakeside Foods,Southeast,2025-06-02,2025,Q2,6,46,39,85.2,4.82,4.7,4.54,4.54
#8057,Lakeside Foods,Southeast,2025-06-09,2025,Q2,6,46,38,83.6,4.62,4.66,4.81,4.42
#8057,Lakeside Foods,Southeast,2025-06-16,2025,Q2,6,42,35,83.2,4.53,4.78,4.76,4.56
#8057,Lakeside Foods,Southeast,2025-06-23,2025,Q2,6,42,35,83.8,4.65,4.52,4.59,4.47
#8057,Lakeside Foods,Southeast,2025-06-30,2025,Q2,6,43,36,83.9,4.7,4.51,4.59,4.55
#8057,Lakeside Foods,Southeast,2025-07-07,2025,Q3,7,47,40,85.1,4.77,4.52,4.59,4.44
#8057,Lakeside Foods,Southeast,2025-07-21,2025,Q3,7,44,37,84.2,4.58,4.53,4.77,4.6
#8057,Lakeside Foods,Southeast,2025-07-28,2025,Q3,7,48,41,86.3,4.75,4.71,4.78,4.54
#8057,Lakeside Foods,Southeast,2025-08-04,2025,Q3,8,47,41,86.5,4.67,4.7,4.73,4.35
#8057,Lakeside Foods,Southeast,2025-08-11,2025,Q3,8,46,38,83.6,4.79,4.66,4.71,4.37
#8057,Lakeside Foods,Southeast,2025-08-18,2025,Q3,8,47,40,85.8,4.59,4.69,4.56,4.5
#8057,Lakeside Foods,Southeast,2025-08-25,2025,Q3,8,39,34,86.4,4.65,4.62,4.82,4.45
#8057,Lakeside Foods,Southeast,2025-09-01,2025,Q3,9,43,36,83.8,4.54,4.71,4.71,4.62
#8057,Lakeside Foods,Southeast,2025-09-08,2025,Q3,9,42,36,84.8,4.82,4.8,4.75,4.38
#8057,Lakeside Foods,Southeast,2025-09-15,2025,Q3,9,43,36,84.5,4.67,4.63,4.79,4.54
#8057,Lakeside Foods,Southeast,2025-09-22,2025,Q3,9,45,38,83.6,4.64,4.74,4.73,4.47
#8057,Lakeside Foods,Southeast,2025-09-29,2025,Q3,9,45,38,85.5,4.68,4.76,4.84,4.58
#8057,Lakeside Foods,Southeast,2025-10-06,2025,Q4,10,44,37,83.7,4.66,4.78,4.67,4.48
#8057,Lakeside Foods,Southeast,2025-10-13,2025,Q4,10,48,41,85.6,4.58,4.68,4.79,4.5
#8057,Lakeside Foods,Southeast,2025-10-20,2025,Q4,10,42,36,85.8,4.69,4.72,4.59,4.56
#8057,Lakeside Foods,Southeast,2025-10-27,2025,Q4,10,40,34,85.3,4.75,4.66,4.81,4.6
#8057,Lakeside Foods,Southeast,2025-11-10,2025,Q4,11,46,38,83.4,4.65,4.72,4.55,4.57
#8057,Lakeside Foods,Southeast,2025-11-17,2025,Q4,11,43,37,86.3,4.77,4.74,4.72,4.47
#8057,Lakeside Foods,Southeast,2025-11-24,2025,Q4,11,45,38,83.9,4.55,4.67,4.69,4.45
#8057,Lakeside Foods,Southeast,2025-12-01,2025,Q4,12,39,32,83.1,4.77,4.59,4.61,4.46
#8057,Lakeside Foods,Southeast,2025-12-08,2025,Q4,12,40,34,85.8,4.56,4.63,4.69,4.55
#8057,Lakeside Foods,Southeast,2025-12-15,2025,Q4,12,45,38,85.0,4.57,4.73,4.63,4.46
#8057,Lakeside Foods,Southeast,2026-01-05,2026,Q1,1,42,36,84.7,4.66,4.54,4.76,4.36
#8057,Lakeside Foods,Southeast,2026-01-12,2026,Q1,1,40,34,84.7,4.67,4.51,4.76,4.51
#8057,Lakeside Foods,Southeast,2026-01-19,2026,Q1,1,45,39,86.6,4.65,4.76,4.79,4.51
#8057,Lakeside Foods,Southeast,2026-01-26,2026,Q1,1,46,39,85.6,4.71,4.79,4.61,4.5
#8057,Lakeside Foods,Southeast,2026-02-02,2026,Q1,2,43,36,83.2,4.77,4.69,4.71,4.57
#8057,Lakeside Foods,Southeast,2026-02-09,2026,Q1,2,45,38,83.9,4.75,4.64,4.82,4.41
#8057,Lakeside Foods,Southeast,2026-02-16,2026,Q1,2,44,37,84.8,4.53,4.73,4.82,4.36
#8057,Lakeside Foods,Southeast,2026-02-23,2026,Q1,2,48,40,84.1,4.57,4.62,4.56,4.46
#8057,Lakeside Foods,Southeast,2026-03-02,2026,Q1,3,44,37,84.4,4.62,4.7,4.7,4.62
#8057,Lakeside Foods,Southeast,2026-03-09,2026,Q1,3,46,39,85.8,4.57,4.53,4.6,4.57
#8057,Lakeside Foods,Southeast,2026-03-16,2026,Q1,3,41,35,85.6,4.57,4.65,4.56,4.33
#8057,Lakeside Foods,Southeast,2026-03-23,2026,Q1,3,45,38,85.5,4.69,4.71,4.63,4.61
#8057,Lakeside Foods,Southeast,2026-03-30,2026,Q1,3,48,41,86.1,4.54,4.81,4.6,4.43
#8057,Lakeside Foods,Southeast,2026-04-06,2026,Q2,4,48,41,85.6,4.69,4.7,4.6,4.52
#8057,Lakeside Foods,Southeast,2026-04-13,2026,Q2,4,45,39,85.6,4.8,4.75,4.65,4.45
#8057,Lakeside Foods,Southeast,2026-04-20,2026,Q2,4,49,41,83.8,4.61,4.7,4.65,4.45
#8057,Lakeside Foods,Southeast,2026-05-04,2026,Q2,5,49,42,86.2,4.65,4.75,4.58,4.42
#8057,Lakeside Foods,Southeast,2026-05-11,2026,Q2,5,48,41,85.0,4.79,4.78,4.65,4.54
#8057,Lakeside Foods,Southeast,2026-05-18,2026,Q2,5,41,35,84.5,4.55,4.65,4.57,4.51
#8057,Lakeside Foods,Southeast,2026-05-25,2026,Q2,5,41,35,86.0,4.58,4.56,4.83,4.45
#8058,Lakeside Foods,Southeast,2024-01-01,2024,Q1,1,35,27,78.5,4.38,4.25,4.47,4.05
#8058,Lakeside Foods,Southeast,2024-01-08,2024,Q1,1,35,27,76.3,4.29,4.27,4.34,4.17
#8058,Lakeside Foods,Southeast,2024-01-15,2024,Q1,1,37,28,75.8,4.32,4.18,4.38,4.29
#8058,Lakeside Foods,Southeast,2024-01-22,2024,Q1,1,41,32,77.5,4.41,4.35,4.4,4.19
#8058,Lakeside Foods,Southeast,2024-01-29,2024,Q1,1,39,30,76.5,4.24,4.35,4.42,4.23
#8058,Lakeside Foods,Southeast,2024-02-05,2024,Q1,2,39,30,75.8,4.24,4.31,4.31,4.07
#8058,Lakeside Foods,Southeast,2024-02-12,2024,Q1,2,37,29,78.9,4.33,4.18,4.52,4.21
#8058,Lakeside Foods,Southeast,2024-02-19,2024,Q1,2,40,31,78.3,4.35,4.26,4.5,4.29
#8058,Lakeside Foods,Southeast,2024-02-26,2024,Q1,2,38,30,78.7,4.38,4.44,4.53,4.29
#8058,Lakeside Foods,Southeast,2024-03-04,2024,Q1,3,38,29,77.1,4.31,4.25,4.5,4.13
#8058,Lakeside Foods,Southeast,2024-03-11,2024,Q1,3,35,27,76.5,4.36,4.25,4.36,4.22
#8058,Lakeside Foods,Southeast,2024-03-18,2024,Q1,3,37,29,79.1,4.5,4.45,4.26,4.21
#8058,Lakeside Foods,Southeast,2024-03-25,2024,Q1,3,41,31,76.5,4.25,4.26,4.44,4.3
#8058,Lakeside Foods,Southeast,2024-04-01,2024,Q2,4,39,30,76.3,4.28,4.4,4.31,4.28
#8058,Lakeside Foods,Southeast,2024-04-08,2024,Q2,4,34,27,78.1,4.29,4.33,4.44,4.09
#8058,Lakeside Foods,Southeast,2024-04-15,2024,Q2,4,32,24,75.8,4.31,4.32,4.42,4.05
#8058,Lakeside Foods,Southeast,2024-04-22,2024,Q2,4,31,24,77.4,4.38,4.37,4.47,4.29
#8058,Lakeside Foods,Southeast,2024-04-29,2024,Q2,4,32,25,78.3,4.47,4.4,4.42,4.25
#8058,Lakeside Foods,Southeast,2024-05-06,2024,Q2,5,39,31,78.3,4.49,4.2,4.25,4.0
#8058,Lakeside Foods,Southeast,2024-05-13,2024,Q2,5,41,31,75.8,4.31,4.17,4.32,4.11
#8058,Lakeside Foods,Southeast,2024-05-20,2024,Q2,5,38,29,77.3,4.31,4.21,4.52,4.02
#8058,Lakeside Foods,Southeast,2024-05-27,2024,Q2,5,34,26,76.2,4.29,4.25,4.38,4.27
#8058,Lakeside Foods,Southeast,2024-06-03,2024,Q2,6,39,30,77.3,4.36,4.45,4.51,4.08
#8058,Lakeside Foods,Southeast,2024-06-10,2024,Q2,6,34,27,78.2,4.46,4.23,4.26,4.17
#8058,Lakeside Foods,Southeast,2024-06-24,2024,Q2,6,38,29,76.1,4.46,4.2,4.31,4.01
#8058,Lakeside Foods,Southeast,2024-07-01,2024,Q3,7,36,28,78.6,4.41,4.19,4.49,4.12
#8058,Lakeside Foods,Southeast,2024-07-08,2024,Q3,7,37,29,78.2,4.45,4.33,4.4,4.04
#8058,Lakeside Foods,Southeast,2024-07-15,2024,Q3,7,35,27,78.5,4.29,4.38,4.42,4.06
#8058,Lakeside Foods,Southeast,2024-07-22,2024,Q3,7,40,31,76.5,4.49,4.21,4.32,4.23
#8058,Lakeside Foods,Southeast,2024-07-29,2024,Q3,7,39,30,76.5,4.23,4.2,4.43,4.27
#8058,Lakeside Foods,Southeast,2024-08-12,2024,Q3,8,33,25,77.0,4.39,4.19,4.46,4.15
#8058,Lakeside Foods,Southeast,2024-08-19,2024,Q3,8,40,32,78.9,4.22,4.31,4.32,4.12
#8058,Lakeside Foods,Southeast,2024-09-09,2024,Q3,9,33,26,78.0,4.37,4.16,4.44,4.16
#8058,Lakeside Foods,Southeast,2024-09-16,2024,Q3,9,40,32,79.0,4.23,4.19,4.29,4.03
#8058,Lakeside Foods,Southeast,2024-10-07,2024,Q4,10,37,28,76.6,4.38,4.18,4.47,4.3
#8058,Lakeside Foods,Southeast,2024-10-14,2024,Q4,10,36,28,76.9,4.35,4.22,4.31,4.17
#8058,Lakeside Foods,Southeast,2024-10-28,2024,Q4,10,32,24,76.5,4.42,4.21,4.34,4.21
#8058,Lakeside Foods,Southeast,2024-11-04,2024,Q4,11,33,26,77.8,4.23,4.46,4.53,4.23
#8058,Lakeside Foods,Southeast,2024-11-11,2024,Q4,11,36,27,75.9,4.24,4.22,4.35,4.09
#8058,Lakeside Foods,Southeast,2024-11-18,2024,Q4,11,36,28,78.5,4.43,4.17,4.43,4.16
#8058,Lakeside Foods,Southeast,2024-11-25,2024,Q4,11,34,27,78.3,4.46,4.2,4.34,4.25
#8058,Lakeside Foods,Southeast,2024-12-09,2024,Q4,12,36,27,76.2,4.49,4.29,4.41,4.12
#8058,Lakeside Foods,Southeast,2024-12-16,2024,Q4,12,39,30,75.9,4.28,4.34,4.44,4.22
#8058,Lakeside Foods,Southeast,2024-12-23,2024,Q4,12,35,27,77.8,4.28,4.4,4.35,4.23
#8058,Lakeside Foods,Southeast,2024-12-30,2024,Q4,12,41,31,76.6,4.47,4.36,4.29,4.18
#8058,Lakeside Foods,Southeast,2025-01-06,2025,Q1,1,41,32,79.2,4.4,4.2,4.5,4.2
#8058,Lakeside Foods,Southeast,2025-01-20,2025,Q1,1,34,26,77.8,4.22,4.17,4.27,4.09
#8058,Lakeside Foods,Southeast,2025-02-03,2025,Q1,2,35,27,78.2,4.22,4.16,4.36,4.01
#8058,Lakeside Foods,Southeast,2025-02-10,2025,Q1,2,39,30,76.7,4.2,4.41,4.43,4.0
#8058,Lakeside Foods,Southeast,2025-02-17,2025,Q1,2,40,31,76.7,4.36,4.23,4.31,4.23
#8058,Lakeside Foods,Southeast,2025-02-24,2025,Q1,2,35,28,78.9,4.41,4.4,4.45,4.17
#8058,Lakeside Foods,Southeast,2025-03-03,2025,Q1,3,37,28,76.2,4.28,4.44,4.3,4.3
#8058,Lakeside Foods,Southeast,2025-03-10,2025,Q1,3,34,27,78.4,4.38,4.45,4.53,4.26
#8058,Lakeside Foods,Southeast,2025-03-17,2025,Q1,3,35,27,77.4,4.32,4.36,4.32,4.23
#8058,Lakeside Foods,Southeast,2025-03-24,2025,Q1,3,37,28,76.5,4.27,4.27,4.31,4.13
#8058,Lakeside Foods,Southeast,2025-03-31,2025,Q1,3,37,29,77.3,4.31,4.25,4.27,4.02
#8058,Lakeside Foods,Southeast,2025-04-07,2025,Q2,4,33,26,77.5,4.47,4.45,4.38,4.24
#8058,Lakeside Foods,Southeast,2025-04-14,2025,Q2,4,33,26,78.4,4.28,4.42,4.41,4.24
#8058,Lakeside Foods,Southeast,2025-04-28,2025,Q2,4,34,26,77.0,4.35,4.28,4.29,4.13
#8058,Lakeside Foods,Southeast,2025-05-05,2025,Q2,5,33,26,78.2,4.46,4.35,4.41,4.2
#8058,Lakeside Foods,Southeast,2025-05-12,2025,Q2,5,40,31,77.4,4.31,4.44,4.39,4.14
#8058,Lakeside Foods,Southeast,2025-06-30,2025,Q2,6,32,25,77.9,4.3,4.28,4.49,4.08
#8058,Lakeside Foods,Southeast,2025-07-07,2025,Q3,7,39,31,79.0,4.35,4.45,4.32,4.14
#8058,Lakeside Foods,Southeast,2025-07-21,2025,Q3,7,35,27,77.9,4.22,4.36,4.45,4.13
#8058,Lakeside Foods,Southeast,2025-07-28,2025,Q3,7,32,25,77.9,4.46,4.39,4.53,4.05
#8058,Lakeside Foods,Southeast,2025-08-04,2025,Q3,8,34,26,77.2,4.21,4.28,4.43,4.28
#8058,Lakeside Foods,Southeast,2025-08-11,2025,Q3,8,41,32,77.4,4.28,4.46,4.46,4.13
#8058,Lakeside Foods,Southeast,2025-08-18,2025,Q3,8,39,30,78.0,4.39,4.34,4.51,4.17
#8058,Lakeside Foods,Southeast,2025-09-01,2025,Q3,9,34,26,76.3,4.4,4.2,4.3,4.08
#8058,Lakeside Foods,Southeast,2025-09-08,2025,Q3,9,41,32,78.9,4.36,4.4,4.3,4.13
#8058,Lakeside Foods,Southeast,2025-09-22,2025,Q3,9,34,26,76.7,4.45,4.17,4.44,4.28
#8058,Lakeside Foods,Southeast,2025-09-29,2025,Q3,9,34,27,78.1,4.26,4.28,4.3,4.27
#8058,Lakeside Foods,Southeast,2025-10-13,2025,Q4,10,37,29,78.7,4.22,4.25,4.48,4.06
#8058,Lakeside Foods,Southeast,2025-10-20,2025,Q4,10,37,29,77.8,4.44,4.28,4.54,4.12
#8058,Lakeside Foods,Southeast,2025-10-27,2025,Q4,10,41,32,77.4,4.25,4.17,4.34,4.29
#8058,Lakeside Foods,Southeast,2025-11-03,2025,Q4,11,34,26,77.5,4.39,4.22,4.25,4.21
#8058,Lakeside Foods,Southeast,2025-11-10,2025,Q4,11,35,27,78.2,4.37,4.44,4.42,4.14
#8058,Lakeside Foods,Southeast,2025-11-17,2025,Q4,11,41,32,78.3,4.45,4.37,4.47,4.0
#8058,Lakeside Foods,Southeast,2025-11-24,2025,Q4,11,35,27,75.8,4.41,4.19,4.53,4.06
#8058,Lakeside Foods,Southeast,2025-12-08,2025,Q4,12,39,30,76.9,4.22,4.28,4.31,4.18
#8058,Lakeside Foods,Southeast,2025-12-29,2025,Q4,12,35,28,78.6,4.37,4.3,4.52,4.11
#8058,Lakeside Foods,Southeast,2026-01-05,2026,Q1,1,39,30,75.9,4.33,4.24,4.42,4.12
#8058,Lakeside Foods,Southeast,2026-01-12,2026,Q1,1,38,29,76.1,4.37,4.35,4.53,4.18
#8058,Lakeside Foods,Southeast,2026-01-26,2026,Q1,1,35,28,79.0,4.43,4.44,4.27,4.09
#8058,Lakeside Foods,Southeast,2026-02-02,2026,Q1,2,37,29,77.9,4.48,4.19,4.42,4.25
#8058,Lakeside Foods,Southeast,2026-02-09,2026,Q1,2,35,27,77.6,4.33,4.32,4.28,4.26
#8058,Lakeside Foods,Southeast,2026-02-16,2026,Q1,2,35,27,77.7,4.35,4.45,4.4,4.21
#8058,Lakeside Foods,Southeast,2026-02-23,2026,Q1,2,32,25,77.5,4.22,4.21,4.33,4.28
#8058,Lakeside Foods,Southeast,2026-03-02,2026,Q1,3,39,30,77.0,4.24,4.38,4.43,4.05
#8058,Lakeside Foods,Southeast,2026-03-16,2026,Q1,3,36,28,77.2,4.46,4.34,4.48,4.03
#8058,Lakeside Foods,Southeast,2026-03-23,2026,Q1,3,36,28,78.2,4.29,4.17,4.52,4.15
#8058,Lakeside Foods,Southeast,2026-03-30,2026,Q1,3,34,26,76.8,4.25,4.4,4.27,4.2
#8058,Lakeside Foods,Southeast,2026-04-06,2026,Q2,4,34,27,79.0,4.28,4.37,4.5,4.17
#8058,Lakeside Foods,Southeast,2026-04-13,2026,Q2,4,33,26,78.6,4.34,4.24,4.33,4.15
#8058,Lakeside Foods,Southeast,2026-04-20,2026,Q2,4,33,25,76.7,4.45,4.16,4.49,4.29
#8058,Lakeside Foods,Southeast,2026-04-27,2026,Q2,4,35,28,78.6,4.45,4.27,4.52,4.24
#8058,Lakeside Foods,Southeast,2026-05-11,2026,Q2,5,32,25,79.0,4.3,4.22,4.28,4.25
#8058,Lakeside Foods,Southeast,2026-05-18,2026,Q2,5,37,29,78.0,4.38,4.44,4.48,4.03
#8059,Meridian Restaurants,Southeast,2024-01-08,2024,Q1,1,30,23,75.6,4.14,4.34,4.2,4.21
