AuditID,StoreID,FranchiseOwner,Region,AuditDate,FiscalYear,FiscalQuarter,FSA_Score,FirstPriorityFinding,SecondPriorityFinding,AuditorCode
AUD-10530,#8063,Meridian Restaurants,Southeast,2026-05-04,2026,Q2,90,False,False,STR-01
AUD-10531,#8064,Meridian Restaurants,Southeast,2024-03-10,2024,Q1,88,False,False,STR-01
AUD-10532,#8064,Meridian Restaurants,Southeast,2024-06-01,2024,Q2,88,False,False,STR-01
AUD-10533,#8064,Meridian Restaurants,Southeast,2024-12-18,2024,Q4,88,False,False,STR-04
AUD-10534,#8064,Meridian Restaurants,Southeast,2025-03-25,2025,Q1,89,False,True,STR-02
AUD-10535,#8064,Meridian Restaurants,Southeast,2025-06-22,2025,Q2,90,False,False,STR-02
AUD-10536,#8064,Meridian Restaurants,Southeast,2025-09-14,2025,Q3,90,False,True,STR-03
AUD-10537,#8064,Meridian Restaurants,Southeast,2026-05-12,2026,Q2,90,False,False,STR-03
AUD-10538,#8065,Meridian Restaurants,Southeast,2024-03-17,2024,Q1,87,False,True,STR-02
AUD-10539,#8065,Meridian Restaurants,Southeast,2024-09-26,2024,Q3,88,False,False,STR-03
AUD-10540,#8065,Meridian Restaurants,Southeast,2024-12-13,2024,Q4,86,False,False,STR-05
AUD-10541,#8065,Meridian Restaurants,Southeast,2025-03-25,2025,Q1,88,False,True,STR-04
AUD-10542,#8065,Meridian Restaurants,Southeast,2025-12-26,2025,Q4,88,False,False,STR-04
AUD-10543,#8065,Meridian Restaurants,Southeast,2026-03-18,2026,Q1,88,False,False,STR-04
AUD-10544,#8065,Meridian Restaurants,Southeast,2026-05-05,2026,Q2,88,False,False,STR-03
AUD-10545,#8066,Northstar Brands,Southeast,2024-03-01,2024,Q1,96,True,True,STR-05
AUD-10546,#8066,Northstar Brands,Southeast,2024-06-21,2024,Q2,97,False,False,STR-02
AUD-10547,#8066,Northstar Brands,Southeast,2024-08-30,2024,Q3,96,False,True,STR-02
AUD-10548,#8066,Northstar Brands,Southeast,2025-03-23,2025,Q1,97,False,False,STR-05
AUD-10549,#8066,Northstar Brands,Southeast,2025-06-27,2025,Q2,97,False,False,STR-04
AUD-10550,#8066,Northstar Brands,Southeast,2025-09-26,2025,Q3,96,False,False,STR-01
AUD-10551,#8066,Northstar Brands,Southeast,2025-11-28,2025,Q4,96,False,True,STR-01
AUD-10552,#8066,Northstar Brands,Southeast,2026-03-27,2026,Q1,95,False,False,STR-03
AUD-10553,#8066,Northstar Brands,Southeast,2026-05-08,2026,Q2,98,False,True,STR-01
AUD-10554,#8067,Northstar Brands,Southeast,2024-06-22,2024,Q2,92,False,False,STR-02
AUD-10555,#8067,Northstar Brands,Southeast,2024-09-23,2024,Q3,93,False,True,STR-03
AUD-10556,#8067,Northstar Brands,Southeast,2024-12-26,2024,Q4,93,False,True,STR-03
AUD-10557,#8067,Northstar Brands,Southeast,2025-06-13,2025,Q2,93,False,True,STR-01
AUD-10558,#8067,Northstar Brands,Southeast,2025-09-26,2025,Q3,93,False,False,STR-02
AUD-10559,#8067,Northstar Brands,Southeast,2025-12-23,2025,Q4,91,False,False,STR-03
AUD-10560,#8067,Northstar Brands,Southeast,2026-03-09,2026,Q1,92,False,False,STR-02
AUD-10561,#8067,Northstar Brands,Southeast,2026-05-29,2026,Q2,92,False,False,STR-05
AUD-10562,#8068,Northstar Brands,Southeast,2024-03-29,2024,Q1,90,False,False,STR-05
AUD-10563,#8068,Northstar Brands,Southeast,2024-06-15,2024,Q2,90,False,False,STR-04
AUD-10564,#8068,Northstar Brands,Southeast,2024-09-01,2024,Q3,90,False,False,STR-01
AUD-10565,#8068,Northstar Brands,Southeast,2024-12-03,2024,Q4,89,False,False,STR-02
AUD-10566,#8068,Northstar Brands,Southeast,2025-06-04,2025,Q2,89,False,False,STR-01
AUD-10567,#8068,Northstar Brands,Southeast,2025-09-09,2025,Q3,88,False,False,STR-05
AUD-10568,#8068,Northstar Brands,Southeast,2025-12-21,2025,Q4,88,False,False,STR-01
AUD-10569,#8068,Northstar Brands,Southeast,2026-03-05,2026,Q1,89,True,True,STR-04
AUD-10570,#8068,Northstar Brands,Southeast,2026-05-21,2026,Q2,90,False,True,STR-03
AUD-10571,#8069,Northstar Brands,Southeast,2024-03-06,2024,Q1,93,False,False,STR-02
AUD-10572,#8069,Northstar Brands,Southeast,2024-06-14,2024,Q2,94,False,True,STR-04
AUD-10573,#8069,Northstar Brands,Southeast,2024-09-04,2024,Q3,91,False,True,STR-03
AUD-10574,#8069,Northstar Brands,Southeast,2024-12-10,2024,Q4,93,False,False,STR-01
AUD-10575,#8069,Northstar Brands,Southeast,2025-03-19,2025,Q1,94,False,False,STR-04
AUD-10576,#8069,Northstar Brands,Southeast,2025-06-22,2025,Q2,91,False,False,STR-05
AUD-10577,#8069,Northstar Brands,Southeast,2025-09-13,2025,Q3,92,False,False,STR-05
AUD-10578,#8069,Northstar Brands,Southeast,2025-11-29,2025,Q4,94,False,True,STR-02
AUD-10579,#8069,Northstar Brands,Southeast,2026-02-28,2026,Q1,94,False,False,STR-02
AUD-10580,#8069,Northstar Brands,Southeast,2026-05-10,2026,Q2,94,False,False,STR-04
AUD-10581,#8070,Northstar Brands,Southeast,2024-06-28,2024,Q2,93,True,False,STR-05
AUD-10582,#8070,Northstar Brands,Southeast,2024-09-09,2024,Q3,92,False,False,STR-04
AUD-10583,#8070,Northstar Brands,Southeast,2024-11-29,2024,Q4,93,True,False,STR-02
AUD-10584,#8070,Northstar Brands,Southeast,2025-03-08,2025,Q1,93,False,False,STR-03
AUD-10585,#8070,Northstar Brands,Southeast,2025-06-22,2025,Q2,92,False,False,STR-02
AUD-10586,#8070,Northstar Brands,Southeast,2025-09-20,2025,Q3,92,False,False,STR-04
AUD-10587,#8070,Northstar Brands,Southeast,2025-12-23,2025,Q4,92,False,False,STR-03
AUD-10588,#8070,Northstar Brands,Southeast,2026-03-19,2026,Q1,91,False,False,STR-01
AUD-10589,#8070,Northstar Brands,Southeast,2026-05-17,2026,Q2,91,False,True,STR-03
AUD-10590,#8071,Oakridge Holdings,Southeast,2024-03-11,2024,Q1,97,False,True,STR-04
AUD-10591,#8071,Oakridge Holdings,Southeast,2024-06-25,2024,Q2,95,False,False,STR-04
AUD-10592,#8071,Oakridge Holdings,Southeast,2024-09-18,2024,Q3,95,False,True,STR-02
AUD-10593,#8071,Oakridge Holdings,Southeast,2024-12-13,2024,Q4,96,False,False,STR-02
AUD-10594,#8071,Oakridge Holdings,Southeast,2025-03-26,2025,Q1,96,False,False,STR-04
AUD-10595,#8071,Oakridge Holdings,Southeast,2025-06-04,2025,Q2,95,False,False,STR-03
AUD-10596,#8071,Oakridge Holdings,Southeast,2025-09-18,2025,Q3,95,False,True,STR-02
AUD-10597,#8071,Oakridge Holdings,Southeast,2025-12-10,2025,Q4,97,False,False,STR-02
AUD-10598,#8071,Oakridge Holdings,Southeast,2026-03-17,2026,Q1,97,False,False,STR-05
AUD-10599,#8071,Oakridge Holdings,Southeast,2026-05-07,2026,Q2,95,False,False,STR-04
AUD-10600,#8072,Oakridge Holdings,Southeast,2024-03-01,2024,Q1,90,True,False,STR-01
AUD-10601,#8072,Oakridge Holdings,Southeast,2024-06-10,2024,Q2,90,False,False,STR-01
AUD-10602,#8072,Oakridge Holdings,Southeast,2024-09-06,2024,Q3,90,False,True,STR-05
AUD-10603,#8072,Oakridge Holdings,Southeast,2024-12-05,2024,Q4,90,False,True,STR-01
AUD-10604,#8072,Oakridge Holdings,Southeast,2025-03-16,2025,Q1,89,False,False,STR-05
AUD-10605,#8072,Oakridge Holdings,Southeast,2025-06-01,2025,Q2,90,False,False,STR-01
AUD-10606,#8072,Oakridge Holdings,Southeast,2026-03-11,2026,Q1,90,False,True,STR-03
AUD-10607,#8072,Oakridge Holdings,Southeast,2026-05-22,2026,Q2,90,False,True,STR-04
AUD-10608,#8073,Oakridge Holdings,Southeast,2024-03-06,2024,Q1,96,False,False,STR-03
AUD-10609,#8073,Oakridge Holdings,Southeast,2024-06-05,2024,Q2,96,False,True,STR-05
AUD-10610,#8073,Oakridge Holdings,Southeast,2024-09-22,2024,Q3,98,False,False,STR-01
AUD-10611,#8073,Oakridge Holdings,Southeast,2025-03-13,2025,Q1,97,False,False,STR-03
AUD-10612,#8073,Oakridge Holdings,Southeast,2025-06-02,2025,Q2,98,True,True,STR-04
AUD-10613,#8073,Oakridge Holdings,Southeast,2025-09-17,2025,Q3,96,False,True,STR-02
AUD-10614,#8073,Oakridge Holdings,Southeast,2025-12-12,2025,Q4,98,False,False,STR-02
AUD-10615,#8073,Oakridge Holdings,Southeast,2026-03-15,2026,Q1,97,False,False,STR-05
AUD-10616,#8073,Oakridge Holdings,Southeast,2026-05-09,2026,Q2,97,False,False,STR-04
AUD-10617,#8074,Pinewood Capital,Midwest,2024-03-26,2024,Q1,86,False,True,STR-01
AUD-10618,#8074,Pinewood Capital,Midwest,2024-06-13,2024,Q2,84,False,False,STR-03
AUD-10619,#8074,Pinewood Capital,Midwest,2024-09-12,2024,Q3,84,True,False,STR-01
AUD-10620,#8074,Pinewood Capital,Midwest,2024-12-11,2024,Q4,86,False,False,STR-03
AUD-10621,#8074,Pinewood Capital,Midwest,2025-03-15,2025,Q1,84,False,False,STR-01
AUD-10622,#8074,Pinewood Capital,Midwest,2025-06-11,2025,Q2,83,False,False,STR-04
AUD-10623,#8074,Pinewood Capital,Midwest,2025-09-08,2025,Q3,84,False,False,STR-03
AUD-10624,#8074,Pinewood Capital,Midwest,2025-12-11,2025,Q4,86,False,False,STR-02
AUD-10625,#8074,Pinewood Capital,Midwest,2026-03-25,2026,Q1,86,False,False,STR-01
AUD-10626,#8074,Pinewood Capital,Midwest,2026-05-11,2026,Q2,85,False,True,STR-02
AUD-10627,#8075,Pinewood Capital,Midwest,2024-03-29,2024,Q1,81,False,False,STR-05
AUD-10628,#8075,Pinewood Capital,Midwest,2024-06-27,2024,Q2,81,False,False,STR-03
AUD-10629,#8075,Pinewood Capital,Midwest,2025-03-09,2025,Q1,79,False,False,STR-03
AUD-10630,#8075,Pinewood Capital,Midwest,2025-06-19,2025,Q2,80,False,True,STR-03
AUD-10631,#8075,Pinewood Capital,Midwest,2025-08-30,2025,Q3,79,False,False,STR-05
AUD-10632,#8075,Pinewood Capital,Midwest,2025-12-05,2025,Q4,80,False,False,STR-04
AUD-10633,#8075,Pinewood Capital,Midwest,2026-03-17,2026,Q1,79,False,False,STR-04
AUD-10634,#8075,Pinewood Capital,Midwest,2026-05-09,2026,Q2,79,False,False,STR-02
AUD-10635,#8076,Pinewood Capital,Midwest,2024-03-22,2024,Q1,84,False,False,STR-04
AUD-10636,#8076,Pinewood Capital,Midwest,2024-06-02,2024,Q2,83,False,False,STR-02
AUD-10637,#8076,Pinewood Capital,Midwest,2024-09-26,2024,Q3,82,False,False,STR-03
AUD-10638,#8076,Pinewood Capital,Midwest,2024-12-02,2024,Q4,84,False,False,STR-03
AUD-10639,#8076,Pinewood Capital,Midwest,2025-03-09,2025,Q1,82,False,False,STR-01
AUD-10640,#8076,Pinewood Capital,Midwest,2025-06-19,2025,Q2,82,False,False,STR-05
AUD-10641,#8076,Pinewood Capital,Midwest,2025-09-19,2025,Q3,81,False,False,STR-01
AUD-10642,#8076,Pinewood Capital,Midwest,2025-12-13,2025,Q4,82,False,False,STR-02
AUD-10643,#8076,Pinewood Capital,Midwest,2026-03-05,2026,Q1,81,False,False,STR-03
AUD-10644,#8076,Pinewood Capital,Midwest,2026-05-07,2026,Q2,82,False,False,STR-05
AUD-10645,#8077,Pinewood Capital,Midwest,2024-03-26,2024,Q1,84,False,True,STR-02
AUD-10646,#8077,Pinewood Capital,Midwest,2024-06-16,2024,Q2,83,False,False,STR-02
AUD-10647,#8077,Pinewood Capital,Midwest,2024-09-10,2024,Q3,82,False,False,STR-01
AUD-10648,#8077,Pinewood Capital,Midwest,2024-12-24,2024,Q4,83,False,True,STR-03
AUD-10649,#8077,Pinewood Capital,Midwest,2025-03-10,2025,Q1,84,False,False,STR-05
AUD-10650,#8077,Pinewood Capital,Midwest,2025-06-04,2025,Q2,82,False,True,STR-01
AUD-10651,#8077,Pinewood Capital,Midwest,2025-09-07,2025,Q3,83,False,False,STR-03
AUD-10652,#8077,Pinewood Capital,Midwest,2025-12-06,2025,Q4,82,False,False,STR-01
AUD-10653,#8077,Pinewood Capital,Midwest,2026-03-16,2026,Q1,83,False,True,STR-02
AUD-10654,#8078,Pinewood Capital,Midwest,2024-03-21,2024,Q1,87,False,False,STR-01
AUD-10655,#8078,Pinewood Capital,Midwest,2024-06-05,2024,Q2,88,False,True,STR-04
AUD-10656,#8078,Pinewood Capital,Midwest,2024-09-16,2024,Q3,87,False,False,STR-05
AUD-10657,#8078,Pinewood Capital,Midwest,2024-12-23,2024,Q4,88,False,False,STR-05
AUD-10658,#8078,Pinewood Capital,Midwest,2025-03-02,2025,Q1,88,False,False,STR-01
AUD-10659,#8078,Pinewood Capital,Midwest,2025-06-09,2025,Q2,87,False,False,STR-01
AUD-10660,#8078,Pinewood Capital,Midwest,2025-09-22,2025,Q3,88,False,False,STR-02
AUD-10661,#8078,Pinewood Capital,Midwest,2025-12-07,2025,Q4,89,True,True,STR-05
AUD-10662,#8078,Pinewood Capital,Midwest,2026-03-26,2026,Q1,88,False,False,STR-02
AUD-10663,#8078,Pinewood Capital,Midwest,2026-05-06,2026,Q2,88,False,False,STR-04
AUD-10664,#8079,Quail Run Foods,Midwest,2024-03-22,2024,Q1,88,False,True,STR-03
AUD-10665,#8079,Quail Run Foods,Midwest,2024-06-02,2024,Q2,87,False,False,STR-02
AUD-10666,#8079,Quail Run Foods,Midwest,2024-08-30,2024,Q3,86,False,True,STR-02
AUD-10667,#8079,Quail Run Foods,Midwest,2024-12-03,2024,Q4,87,False,True,STR-04
AUD-10668,#8079,Quail Run Foods,Midwest,2025-06-04,2025,Q2,87,True,False,STR-03
AUD-10669,#8079,Quail Run Foods,Midwest,2025-09-26,2025,Q3,88,False,True,STR-01
AUD-10670,#8079,Quail Run Foods,Midwest,2025-12-09,2025,Q4,87,False,False,STR-02
AUD-10671,#8079,Quail Run Foods,Midwest,2026-03-09,2026,Q1,87,False,False,STR-02
AUD-10672,#8079,Quail Run Foods,Midwest,2026-05-22,2026,Q2,87,False,False,STR-02
AUD-10673,#8080,Quail Run Foods,Midwest,2024-03-01,2024,Q1,82,False,False,STR-05
AUD-10674,#8080,Quail Run Foods,Midwest,2024-06-07,2024,Q2,82,False,False,STR-01
AUD-10675,#8080,Quail Run Foods,Midwest,2024-09-20,2024,Q3,83,False,False,STR-03
AUD-10676,#8080,Quail Run Foods,Midwest,2025-03-17,2025,Q1,83,False,False,STR-02
AUD-10677,#8080,Quail Run Foods,Midwest,2025-06-04,2025,Q2,81,False,True,STR-01
AUD-10678,#8080,Quail Run Foods,Midwest,2025-09-04,2025,Q3,83,False,False,STR-05
AUD-10679,#8080,Quail Run Foods,Midwest,2025-12-13,2025,Q4,82,False,False,STR-02
AUD-10680,#8080,Quail Run Foods,Midwest,2026-03-17,2026,Q1,83,False,True,STR-02
AUD-10681,#8081,Quail Run Foods,Midwest,2024-03-04,2024,Q1,87,False,False,STR-03
AUD-10682,#8081,Quail Run Foods,Midwest,2024-06-01,2024,Q2,86,True,False,STR-05
AUD-10683,#8081,Quail Run Foods,Midwest,2024-12-12,2024,Q4,87,False,True,STR-02
AUD-10684,#8081,Quail Run Foods,Midwest,2025-03-22,2025,Q1,87,False,False,STR-02
AUD-10685,#8081,Quail Run Foods,Midwest,2025-09-04,2025,Q3,87,False,False,STR-05
AUD-10686,#8081,Quail Run Foods,Midwest,2025-11-28,2025,Q4,87,True,False,STR-04
AUD-10687,#8081,Quail Run Foods,Midwest,2026-03-19,2026,Q1,87,False,True,STR-01
AUD-10688,#8081,Quail Run Foods,Midwest,2026-05-08,2026,Q2,85,False,False,STR-03
AUD-10689,#8082,Quail Run Foods,Midwest,2024-03-08,2024,Q1,85,False,False,STR-03
AUD-10690,#8082,Quail Run Foods,Midwest,2024-06-28,2024,Q2,85,False,False,STR-03
AUD-10691,#8082,Quail Run Foods,Midwest,2024-09-12,2024,Q3,87,False,False,STR-01
AUD-10692,#8082,Quail Run Foods,Midwest,2024-12-09,2024,Q4,87,True,False,STR-03
AUD-10693,#8082,Quail Run Foods,Midwest,2025-03-19,2025,Q1,84,False,False,STR-04
AUD-10694,#8082,Quail Run Foods,Midwest,2025-06-10,2025,Q2,86,False,False,STR-02
AUD-10695,#8082,Quail Run Foods,Midwest,2025-09-20,2025,Q3,87,False,False,STR-03
AUD-10696,#8082,Quail Run Foods,Midwest,2025-12-10,2025,Q4,86,False,False,STR-04
AUD-10697,#8082,Quail Run Foods,Midwest,2026-03-16,2026,Q1,86,False,False,STR-01
AUD-10698,#8082,Quail Run Foods,Midwest,2026-05-14,2026,Q2,87,False,True,STR-04
AUD-10699,#8083,Ridgefield Restaurants,Midwest,2024-03-02,2024,Q1,86,False,False,STR-05
AUD-10700,#8083,Ridgefield Restaurants,Midwest,2024-06-28,2024,Q2,85,False,True,STR-03
AUD-10701,#8083,Ridgefield Restaurants,Midwest,2024-09-14,2024,Q3,85,False,False,STR-02
AUD-10702,#8083,Ridgefield Restaurants,Midwest,2025-03-14,2025,Q1,84,False,False,STR-01
AUD-10703,#8083,Ridgefield Restaurants,Midwest,2025-06-09,2025,Q2,85,False,True,STR-04
AUD-10704,#8083,Ridgefield Restaurants,Midwest,2025-09-21,2025,Q3,84,False,False,STR-04
AUD-10705,#8083,Ridgefield Restaurants,Midwest,2025-11-29,2025,Q4,86,False,True,STR-03
AUD-10706,#8083,Ridgefield Restaurants,Midwest,2026-03-20,2026,Q1,84,False,False,STR-03
AUD-10707,#8083,Ridgefield Restaurants,Midwest,2026-05-08,2026,Q2,85,False,True,STR-01
AUD-10708,#8084,Ridgefield Restaurants,Midwest,2024-03-26,2024,Q1,92,False,False,STR-02
AUD-10709,#8084,Ridgefield Restaurants,Midwest,2024-12-07,2024,Q4,92,False,False,STR-01
AUD-10710,#8084,Ridgefield Restaurants,Midwest,2025-05-30,2025,Q2,94,False,False,STR-01
AUD-10711,#8084,Ridgefield Restaurants,Midwest,2025-12-01,2025,Q4,91,False,False,STR-05
AUD-10712,#8084,Ridgefield Restaurants,Midwest,2026-03-10,2026,Q1,93,False,False,STR-03
AUD-10713,#8084,Ridgefield Restaurants,Midwest,2026-05-02,2026,Q2,91,False,False,STR-01
AUD-10714,#8085,Ridgefield Restaurants,Midwest,2024-03-21,2024,Q1,91,False,False,STR-02
AUD-10715,#8085,Ridgefield Restaurants,Midwest,2024-06-09,2024,Q2,90,False,True,STR-02
AUD-10716,#8085,Ridgefield Restaurants,Midwest,2024-09-22,2024,Q3,91,False,False,STR-03
AUD-10717,#8085,Ridgefield Restaurants,Midwest,2024-12-22,2024,Q4,89,False,False,STR-03
AUD-10718,#8085,Ridgefield Restaurants,Midwest,2025-03-17,2025,Q1,90,False,False,STR-02
AUD-10719,#8085,Ridgefield Restaurants,Midwest,2025-06-10,2025,Q2,89,False,False,STR-03
AUD-10720,#8085,Ridgefield Restaurants,Midwest,2025-08-29,2025,Q3,88,False,False,STR-05
AUD-10721,#8085,Ridgefield Restaurants,Midwest,2025-12-10,2025,Q4,91,False,False,STR-05
AUD-10722,#8085,Ridgefield Restaurants,Midwest,2026-03-01,2026,Q1,90,False,True,STR-01
AUD-10723,#8085,Ridgefield Restaurants,Midwest,2026-05-15,2026,Q2,91,False,False,STR-04
AUD-10724,#8086,Ridgefield Restaurants,Midwest,2024-03-01,2024,Q1,90,False,False,STR-02
AUD-10725,#8086,Ridgefield Restaurants,Midwest,2024-09-02,2024,Q3,88,False,False,STR-01
AUD-10726,#8086,Ridgefield Restaurants,Midwest,2024-12-05,2024,Q4,88,False,False,STR-04
AUD-10727,#8086,Ridgefield Restaurants,Midwest,2025-03-18,2025,Q1,88,False,False,STR-05
AUD-10728,#8086,Ridgefield Restaurants,Midwest,2025-05-30,2025,Q2,88,False,True,STR-01
AUD-10729,#8086,Ridgefield Restaurants,Midwest,2025-09-08,2025,Q3,90,False,False,STR-05
AUD-10730,#8086,Ridgefield Restaurants,Midwest,2025-12-18,2025,Q4,88,False,False,STR-01
AUD-10731,#8086,Ridgefield Restaurants,Midwest,2026-03-07,2026,Q1,88,False,False,STR-03
AUD-10732,#8086,Ridgefield Restaurants,Midwest,2026-05-26,2026,Q2,90,False,False,STR-02
AUD-10733,#8087,Ridgefield Restaurants,Midwest,2024-03-19,2024,Q1,89,False,False,STR-02
AUD-10734,#8087,Ridgefield Restaurants,Midwest,2024-06-10,2024,Q2,89,False,False,STR-02
AUD-10735,#8087,Ridgefield Restaurants,Midwest,2024-09-05,2024,Q3,88,False,False,STR-02
AUD-10736,#8087,Ridgefield Restaurants,Midwest,2025-03-28,2025,Q1,88,False,False,STR-01
AUD-10737,#8087,Ridgefield Restaurants,Midwest,2025-06-17,2025,Q2,88,False,False,STR-04
AUD-10738,#8087,Ridgefield Restaurants,Midwest,2025-09-06,2025,Q3,88,False,False,STR-02
AUD-10739,#8087,Ridgefield Restaurants,Midwest,2025-12-22,2025,Q4,89,False,False,STR-03
AUD-10740,#8087,Ridgefield Restaurants,Midwest,2026-03-26,2026,Q1,89,False,False,STR-04
AUD-10741,#8087,Ridgefield Restaurants,Midwest,2026-05-21,2026,Q2,89,True,True,STR-04
AUD-10742,#8088,Ridgefield Restaurants,Midwest,2024-03-29,2024,Q1,92,False,False,STR-04
AUD-10743,#8088,Ridgefield Restaurants,Midwest,2024-06-06,2024,Q2,94,False,False,STR-05
AUD-10744,#8088,Ridgefield Restaurants,Midwest,2024-09-18,2024,Q3,92,False,False,STR-01
AUD-10745,#8088,Ridgefield Restaurants,Midwest,2024-11-30,2024,Q4,92,True,False,STR-02
AUD-10746,#8088,Ridgefield Restaurants,Midwest,2025-03-13,2025,Q1,91,True,False,STR-05
AUD-10747,#8088,Ridgefield Restaurants,Midwest,2025-06-13,2025,Q2,94,False,False,STR-04
AUD-10748,#8088,Ridgefield Restaurants,Midwest,2025-12-25,2025,Q4,92,False,False,STR-02
AUD-10749,#8088,Ridgefield Restaurants,Midwest,2026-03-18,2026,Q1,91,False,True,STR-02
AUD-10750,#8088,Ridgefield Restaurants,Midwest,2026-05-17,2026,Q2,94,False,False,STR-03
AUD-10751,#8089,Summit Operators,Midwest,2024-03-27,2024,Q1,88,False,False,STR-04
AUD-10752,#8089,Summit Operators,Midwest,2024-06-12,2024,Q2,89,False,False,STR-04
AUD-10753,#8089,Summit Operators,Midwest,2024-09-14,2024,Q3,89,False,True,STR-05
AUD-10754,#8089,Summit Operators,Midwest,2024-12-17,2024,Q4,89,False,True,STR-04
AUD-10755,#8089,Summit Operators,Midwest,2025-03-08,2025,Q1,88,False,False,STR-03
AUD-10756,#8089,Summit Operators,Midwest,2025-06-08,2025,Q2,90,False,True,STR-04
AUD-10757,#8089,Summit Operators,Midwest,2025-09-08,2025,Q3,89,True,True,STR-05
AUD-10758,#8089,Summit Operators,Midwest,2025-11-30,2025,Q4,87,False,False,STR-01
AUD-10759,#8089,Summit Operators,Midwest,2026-03-04,2026,Q1,87,True,False,STR-03
AUD-10760,#8089,Summit Operators,Midwest,2026-05-11,2026,Q2,88,False,False,STR-01
AUD-10761,#8090,Summit Operators,Midwest,2024-03-08,2024,Q1,89,False,False,STR-01
AUD-10762,#8090,Summit Operators,Midwest,2024-09-15,2024,Q3,89,False,False,STR-05
AUD-10763,#8090,Summit Operators,Midwest,2024-12-10,2024,Q4,89,False,False,STR-04
AUD-10764,#8090,Summit Operators,Midwest,2025-03-24,2025,Q1,89,False,False,STR-01
AUD-10765,#8090,Summit Operators,Midwest,2025-09-10,2025,Q3,87,False,False,STR-04
AUD-10766,#8090,Summit Operators,Midwest,2025-11-29,2025,Q4,88,False,False,STR-04
AUD-10767,#8090,Summit Operators,Midwest,2026-05-30,2026,Q2,89,True,True,STR-01
AUD-10768,#8091,Summit Operators,Midwest,2024-06-26,2024,Q2,87,False,False,STR-01
AUD-10769,#8091,Summit Operators,Midwest,2024-12-13,2024,Q4,86,False,False,STR-05
AUD-10770,#8091,Summit Operators,Midwest,2025-03-15,2025,Q1,88,False,False,STR-04
AUD-10771,#8091,Summit Operators,Midwest,2025-06-05,2025,Q2,85,False,True,STR-01
AUD-10772,#8091,Summit Operators,Midwest,2025-09-05,2025,Q3,86,False,False,STR-04
AUD-10773,#8091,Summit Operators,Midwest,2025-12-05,2025,Q4,87,False,False,STR-01
AUD-10774,#8091,Summit Operators,Midwest,2026-02-27,2026,Q1,86,False,False,STR-05
AUD-10775,#8091,Summit Operators,Midwest,2026-05-17,2026,Q2,87,False,True,STR-04
AUD-10776,#8092,Trailhead Brands,Midwest,2024-03-25,2024,Q1,89,False,False,STR-02
AUD-10777,#8092,Trailhead Brands,Midwest,2024-06-16,2024,Q2,88,False,False,STR-05
AUD-10778,#8092,Trailhead Brands,Midwest,2024-09-07,2024,Q3,88,False,False,STR-05
AUD-10779,#8092,Trailhead Brands,Midwest,2024-12-10,2024,Q4,88,False,False,STR-01
AUD-10780,#8092,Trailhead Brands,Midwest,2025-03-07,2025,Q1,88,False,False,STR-04
AUD-10781,#8092,Trailhead Brands,Midwest,2025-06-09,2025,Q2,87,False,False,STR-02
AUD-10782,#8092,Trailhead Brands,Midwest,2025-09-13,2025,Q3,87,False,False,STR-05
AUD-10783,#8092,Trailhead Brands,Midwest,2025-12-14,2025,Q4,88,False,False,STR-04
AUD-10784,#8092,Trailhead Brands,Midwest,2026-03-05,2026,Q1,89,False,True,STR-01
AUD-10785,#8092,Trailhead Brands,Midwest,2026-05-11,2026,Q2,88,False,False,STR-04
AUD-10786,#8093,Trailhead Brands,Midwest,2024-03-28,2024,Q1,87,False,False,STR-03
AUD-10787,#8093,Trailhead Brands,Midwest,2024-05-31,2024,Q2,86,False,True,STR-05
AUD-10788,#8093,Trailhead Brands,Midwest,2024-09-18,2024,Q3,87,False,False,STR-02
AUD-10789,#8093,Trailhead Brands,Midwest,2024-12-23,2024,Q4,88,False,False,STR-05
AUD-10790,#8093,Trailhead Brands,Midwest,2025-03-01,2025,Q1,86,False,False,STR-02
AUD-10791,#8093,Trailhead Brands,Midwest,2025-09-10,2025,Q3,86,False,False,STR-01
AUD-10792,#8093,Trailhead Brands,Midwest,2025-12-07,2025,Q4,87,False,False,STR-04
AUD-10793,#8093,Trailhead Brands,Midwest,2026-03-20,2026,Q1,87,False,True,STR-04
AUD-10794,#8093,Trailhead Brands,Midwest,2026-05-02,2026,Q2,88,False,False,STR-02
AUD-10795,#8094,Trailhead Brands,Midwest,2024-03-08,2024,Q1,92,False,True,STR-04
AUD-10796,#8094,Trailhead Brands,Midwest,2024-05-31,2024,Q2,90,False,False,STR-04
AUD-10797,#8094,Trailhead Brands,Midwest,2024-09-20,2024,Q3,90,False,False,STR-03
AUD-10798,#8094,Trailhead Brands,Midwest,2024-12-17,2024,Q4,91,False,False,STR-03
AUD-10799,#8094,Trailhead Brands,Midwest,2025-03-14,2025,Q1,92,False,False,STR-05
AUD-10800,#8094,Trailhead Brands,Midwest,2025-06-11,2025,Q2,93,False,False,STR-05
AUD-10801,#8094,Trailhead Brands,Midwest,2025-09-03,2025,Q3,92,False,False,STR-04
AUD-10802,#8094,Trailhead Brands,Midwest,2025-12-04,2025,Q4,91,False,True,STR-02
AUD-10803,#8095,Trailhead Brands,Midwest,2024-03-16,2024,Q1,87,False,False,STR-03
AUD-10804,#8095,Trailhead Brands,Midwest,2024-06-16,2024,Q2,89,False,False,STR-01
AUD-10805,#8095,Trailhead Brands,Midwest,2024-09-19,2024,Q3,89,False,False,STR-01
